text,sentiment
for what she did to your friend Hariya,4 stars
find a way to reason with them.,4 stars
despite my love for Ram.,4 stars
he gave the two Princes hope,4 stars
his wife's abduction.,4 stars
Hanuman,4 stars
For there is much work to do,4 stars
is soon beginning.,4 stars
just in case.,4 stars
Then it is a good thing.,4 stars
preying upon her kindness,4 stars
He took his brother's wife.,4 stars
approaching Rishyamukh.,4 stars
about the creature,4 stars
For there is much work to do,4 stars
trying to find her.,4 stars
until Shurpanakha stole the cave's power,4 stars
that his men would find Princess Sita,4 stars
"by Hanuman,",4 stars
"like it before, Jambhvan?",4 stars
"The universe strives for balance,",4 stars
an appropriate greeting.,4 stars
The age of Ravan began.,4 stars
Hanuman,4 stars
by monkeys,4 stars
"I see. Well, young man,",4 stars
The forest is filled with stories,4 stars
He must know the seriousness,4 stars
to know restraint.,4 stars
for a rakshas.,4 stars
An encampment.,4 stars
winged lions at the peak of Mount Somagiri,4 stars
can be trusted.,4 stars
Don't worry; they're friends,4 stars
for a rakshas.,4 stars
"mimicking screams in Ram's voice,",4 stars
I'd like to see for myself,4 stars
with a snap of my fingers.,4 stars
Hanuman,4 stars
"With or without the vaanars help,",4 stars
until such time he is ready.,4 stars
An ashram where King Sugreev,4 stars
We can tell our own story,4 stars
Hanuman,4 stars
"Based on the location of the stars,",4 stars
He knew his strength,4 stars
Hanuman,4 stars
I know of Suketu. He is a good man,4 stars
but my brother helped me control it.,4 stars
Rescuing Swayamprabha is the only chance,4 stars
And the party heading towards the south,4 stars
for a debate.,4 stars
approaching Rishyamukh.,4 stars
I'll manage!,4 stars
The grown-ups are now talking,4 stars
I did what I had to do,4 stars
but a new time for our people.,4 stars
just in case.,4 stars
for those around him.,4 stars
"The battle with Vaali,",4 stars
about your father's death,4 stars
Shurpanakha seemed to love Ram very much,4 stars
"by accident, on a quest.",4 stars
Finding Princess Sita is our only mission.,4 stars
But I want that one!,4 stars
little ones.,4 stars
The challenge has been issued.,4 stars
he is meant to face,4 stars
with the intent to trap us inside,4 stars
"We have plenty of wood,",4 stars
"from within,",4 stars
My little friend has spotted two humans,4 stars
The challenge has been issued.,4 stars
I think I've seen enough for now,4 stars
for his part in this,4 stars
The asuras kept their word.,4 stars
Be careful.,4 stars
The stars,4 stars
for his part in this,4 stars
"He's gathering more herbs,",4 stars
I'm sure he will reward you,4 stars
"The universe strives for balance,",4 stars
just in case.,4 stars
There was a time when my brother and I,4 stars
the Princess began,4 stars
preying upon her kindness,4 stars
Let's find the others.,4 stars
Lanka,4 stars
I'm fine. Take care of yourself,4 stars
Hanuman's power has been reawakened,4 stars
Ravan will pick his teeth,4 stars
that will respond well to it.,4 stars
He fulfilled his duty.,4 stars
She may yet still. I plan on reuniting you,4 stars
What armour do they have?,4 stars
I'll speak to them. I'm sure I can,4 stars
He knew his strength,4 stars
"Now, before they change their minds again,",4 stars
His elder brother is also the Prince.,4 stars
Ravan will pick his teeth,4 stars
"by Ravan's cunning,",4 stars
The forest is filled with stories,4 stars
"Flying without a care,",4 stars
but you must calm yourself.,4 stars
Rescuing Swayamprabha is the only chance,4 stars
You and Angad must still find Princess Sita,4 stars
"I see. Well, young man,",4 stars
Provided we can save her first,4 stars
She may yet still. I plan on reuniting you,4 stars
As if a part of me was always,4 stars
with the intent to trap us inside,4 stars
"by the demon Ravan,",4 stars
find a way to reason with them.,4 stars
Lanka,4 stars
You have a visitor. It is most urgent,4 stars
If only I had your strength,4 stars
And they seem drawn,4 stars
"mimicking screams in Ram's voice,",4 stars
but a new time for our people.,4 stars
"by Ravan's cunning,",4 stars
He almost ate the sun.,4 stars
"As I said, while I do not know",4 stars
took me time to understand.,4 stars
The asuras agreed.,4 stars
Hanuman,4 stars
"We'll take shifts on watch,",4 stars
"Now, before they change their minds again,",4 stars
"was hers to control,",4 stars
I will make sure she sees justice,4 stars
It's dark and easy to miss things.,4 stars
Ram and his brother,4 stars
What armour do they have?,4 stars
by fine words and friendly appearance.,4 stars
"Whatever we do, it needs to be fast",4 stars
She will arrange,4 stars
Hanuman,4 stars
gazing into the still waters of a pond,4 stars
"Somewhere peaceful, with a breeze",4 stars
but secretly your humble servant.,4 stars
by fine words and friendly appearance.,4 stars
Lanka,4 stars
"As I said, while I do not know",4 stars
I'll manage!,4 stars
"Once they are dead, I will resume",4 stars
about your father's death,4 stars
"It will twist the victim's nature,",4 stars
Hanuman,4 stars
The grown-ups are now talking,4 stars
"Just give me a moment,",4 stars
until I find Princess Sita.,4 stars
Vaali's very step,4 stars
We have a long walk ahead of us.,4 stars
but for our great leader to decide,4 stars
I want a story.,4 stars
by fine words and friendly appearance.,4 stars
"Based on the location of the stars,",4 stars
He took his brother's wife.,4 stars
The age of Ravan began.,4 stars
Lanka,4 stars
What armour do they have?,4 stars
one of his advisors.,4 stars
What armour do they have?,4 stars
"Good, you heard my singing",4 stars
Hanuman,4 stars
can make the forest shake.,4 stars
we still have the element of surprise.,4 stars
"drawn by the sweet smell of the pudding,",4 stars
that will respond well to it.,4 stars
he is meant to face,4 stars
that will respond well to it.,4 stars
Shurpanakha seemed to love Ram very much,4 stars
to get a little extra height,4 stars
The grown-ups are now talking,4 stars
to get a little extra height,4 stars
"I see. Well, young man,",4 stars
snivelling worm.,4 stars
we need to find a way to reach Lanka,4 stars
"He's gathering more herbs,",4 stars
The forest is filled with stories,4 stars
"Be careful, minister.",4 stars
Hanuman,4 stars
He took his brother's wife.,4 stars
It was a lucky hit,4 stars
"The battle with Vaali,",4 stars
The stars,4 stars
He must know the seriousness,4 stars
find a way to reason with them.,4 stars
I am eager to meet him,4 stars
"Yes, this is a good plan.",4 stars
Shurpanakha seemed to love Ram very much,4 stars
to hold on to what we have,4 stars
The Princess has been found!,4 stars
Lanka,4 stars
Quiet.,4 stars
he is meant to face,4 stars
searching for a giant demon,4 stars
just in case.,4 stars
"Ruma's husband, Sugreev,",4 stars
Give him time and he will learn,4 stars
with a snap of my fingers.,4 stars
Just make sure you catch it,4 stars
of taking the first step,4 stars
The vines are still mine to control,4 stars
The creature who sits,4 stars
still giving hope.,4 stars
I'm fine. Take care of yourself,4 stars
"Flying without a care,",4 stars
gazing into the still waters of a pond,4 stars
Have a care for how you speak,4 stars
I am but a humble servant,4 stars
"It will twist the victim's nature,",4 stars
Ravan will pick his teeth,4 stars
"My brother was a good vaanar, old bear.",4 stars
he is meant to face,4 stars
There was a time when my brother and I,4 stars
as he tried to save Princess Sita,4 stars
"like it before, Jambhvan?",4 stars
"Good, you heard my singing",4 stars
for kidnapping Princess Sita.,4 stars
You and Angad must still find Princess Sita,4 stars
We've journeyed far on a mission,4 stars
The Princess has been found!,4 stars
Jambhvan and Prince Angad,4 stars
he gave the two Princes hope,4 stars
Then Hanuman's fate is sealed,4 stars
Hanuman,4 stars
find a way to reason with them.,4 stars
winged lions at the peak of Mount Somagiri,4 stars
Don't worry; they're friends,4 stars
but our pride is as vast as the ocean,4 stars
"Be careful, minister.",4 stars
"Flying without a care,",4 stars
"by Ravan's cunning,",4 stars
approaching Rishyamukh.,4 stars
that will respond well to it.,4 stars
the Princess began,4 stars
We're almost there. Come on,4 stars
I'll manage!,4 stars
the abduction of Princess Sita,4 stars
The challenge was accepted.,4 stars
for a debate.,4 stars
You have a visitor. It is most urgent,4 stars
winged lions at the peak of Mount Somagiri,4 stars
for killing,4 stars
Then it is a good thing.,4 stars
But Mother loves me best,4 stars
one of his advisors.,4 stars
it will take there,4 stars
"As I said, while I do not know",4 stars
"My brother was a good vaanar, old bear.",4 stars
by herself,4 stars
"By consuming the rice pudding,",4 stars
by herself,4 stars
"We have searched the Dandaka Forest,",4 stars
Hanuman,4 stars
after hearing what I thought,4 stars
Shurpanakha seemed to love Ram very much,4 stars
The challenge was accepted.,4 stars
Hanuman,4 stars
winged lions at the peak of Mount Somagiri,4 stars
"from within,",4 stars
until I find Princess Sita.,4 stars
"It is good to have you back,",4 stars
Hanuman,4 stars
"by Hanuman,",4 stars
for kidnapping Princess Sita.,4 stars
"A deal, then. Hanuman dies",4 stars
"As I said, while I do not know",4 stars
For there is much work to do,4 stars
or how to find her,4 stars
for what she did to your friend Hariya,4 stars
"For saving Nirvani,",4 stars
"Ruma's husband, Sugreev,",4 stars
Ravan will pick his teeth,4 stars
by fine words and friendly appearance.,4 stars
"was hers to control,",4 stars
would come to shield us with his mighty wings,4 stars
Quiet.,4 stars
Finding Princess Sita is our only mission.,4 stars
his wife's abduction.,4 stars
but for our great leader to decide,4 stars
or how to find her,4 stars
"Be careful, minister.",4 stars
"We'll take shifts on watch,",4 stars
but my brother helped me control it.,4 stars
but my brother helped me control it.,4 stars
"day after day,",4 stars
"Just give me a moment,",4 stars
"With or without the vaanars help,",4 stars
with Vaali.,4 stars
it will take there,4 stars
despite my love for Ram.,4 stars
"For taking my Ruma,",4 stars
He's known by many names.,4 stars
but for our great leader to decide,4 stars
"It will twist the victim's nature,",4 stars
The asuras kept their word.,4 stars
We're here to find Sugreev.,4 stars
"Lokvinashak, Dashaasan, Lankeshwar.",4 stars
The Princess has been found!,4 stars
but Sugreev is our king now,4 stars
for those around him.,4 stars
"Somewhere peaceful, with a breeze",4 stars
for Ram is responsible,4 stars
He journeyed to the top of Mount Kaal,4 stars
or how to find her,4 stars
after hearing what I thought,4 stars
of taking the first step,4 stars
searching for a giant demon,4 stars
"Though a great king, blessed with riches",4 stars
Hanuman,4 stars
for a debate.,4 stars
She may yet still. I plan on reuniting you,4 stars
Mayavi would test his strength,4 stars
Hanuman,4 stars
"drawn by the sweet smell of the pudding,",4 stars
with the intent to trap us inside,4 stars
for those around him.,4 stars
It is a long story.,4 stars
"Well, it's a good thing",4 stars
He's known by many names.,4 stars
"from within,",4 stars
that we were supposed to find Princess Sita,4 stars
"I've had my differences with him,",4 stars
in four different directions.,4 stars
A small thank you for all the hardships,4 stars
Lakshman's elder brother.,4 stars
It's dark and easy to miss things.,4 stars
Ram and his brother,4 stars
with Vaali.,4 stars
that we were supposed to find Princess Sita,4 stars
in four different directions.,4 stars
The vines are still mine to control,4 stars
"Hanuman learned that Swayamprabha,",4 stars
to be found in the west,4 stars
Hanuman,4 stars
He's an ally,4 stars
It was a lucky hit,4 stars
